date;location;new_cases;new_deaths;total_cases;total_deaths;population
25/02/2020;Afghanistan;;;1;;37172386
26/02/2020;Afghanistan;0;;1;;37172386
27/02/2020;Afghanistan;0;;1;;37172386
28/02/2020;Afghanistan;0;;1;;37172386
29/02/2020;Afghanistan;0;;1;;37172386
01/03/2020;Afghanistan;0;;1;;37172386
02/03/2020;Afghanistan;0;;1;;37172386
03/03/2020;Afghanistan;0;;1;;37172386
04/03/2020;Afghanistan;0;;1;;37172386
05/03/2020;Afghanistan;0;;1;;37172386
06/03/2020;Afghanistan;0;;1;;37172386
07/03/2020;Afghanistan;0;;1;;37172386
08/03/2020;Afghanistan;3;;4;;37172386
09/03/2020;Afghanistan;0;;4;;37172386
10/03/2020;Afghanistan;0;;4;;37172386
11/03/2020;Afghanistan;0;;4;;37172386
12/03/2020;Afghanistan;3;;7;;37172386
13/03/2020;Afghanistan;0;;7;;37172386
14/03/2020;Afghanistan;0;;7;;37172386
09/03/2020;Albania;;;2;;2866376
10/03/2020;Albania;0;;2;;2866376
11/03/2020;Albania;8;;10;;2866376
12/03/2020;Albania;0;;10;;2866376
13/03/2020;Albania;13;;23;;2866376
14/03/2020;Albania;10;;33;1;2866376
26/02/2020;Algeria;;;1;;42228429
27/02/2020;Algeria;0;;1;;42228429
28/02/2020;Algeria;0;;1;;42228429
29/02/2020;Algeria;0;;1;;42228429
01/03/2020;Algeria;0;;1;;42228429
02/03/2020;Algeria;0;;1;;42228429
03/03/2020;Algeria;4;;5;;42228429
04/03/2020;Algeria;0;;5;;42228429
05/03/2020;Algeria;7;;12;;42228429
06/03/2020;Algeria;0;;12;;42228429
07/03/2020;Algeria;5;;17;;42228429
08/03/2020;Algeria;0;;17;;42228429
09/03/2020;Algeria;3;;20;;42228429
10/03/2020;Algeria;0;;20;;42228429
11/03/2020;Algeria;0;;20;;42228429
12/03/2020;Algeria;5;;25;1;42228429
13/03/2020;Algeria;0;0;25;1;42228429
14/03/2020;Algeria;1;1;26;2;42228429
03/03/2020;Andorra;;;1;;77006
04/03/2020;Andorra;0;;1;;77006
05/03/2020;Andorra;0;;1;;77006
06/03/2020;Andorra;0;;1;;77006
07/03/2020;Andorra;0;;1;;77006
08/03/2020;Andorra;0;;1;;77006
09/03/2020;Andorra;0;;1;;77006
10/03/2020;Andorra;0;;1;;77006
11/03/2020;Andorra;0;;1;;77006
12/03/2020;Andorra;0;;1;;77006
13/03/2020;Andorra;0;;1;;77006
14/03/2020;Andorra;1;;2;;77006
14/03/2020;Antigua and Barbuda;;;1;;96286
04/03/2020;Argentina;;;1;;44494502
05/03/2020;Argentina;0;;1;;44494502
06/03/2020;Argentina;0;;1;;44494502
07/03/2020;Argentina;1;;2;;44494502
08/03/2020;Argentina;7;;9;1;44494502
09/03/2020;Argentina;3;0;12;1;44494502
10/03/2020;Argentina;0;0;12;1;44494502
11/03/2020;Argentina;5;0;17;1;44494502
12/03/2020;Argentina;2;0;19;1;44494502
13/03/2020;Argentina;12;0;31;1;44494502
14/03/2020;Argentina;3;1;34;2;44494502
02/03/2020;Armenia;;;1;;2951776
03/03/2020;Armenia;0;;1;;2951776
04/03/2020;Armenia;0;;1;;2951776
05/03/2020;Armenia;0;;1;;2951776
06/03/2020;Armenia;0;;1;;2951776
07/03/2020;Armenia;0;;1;;2951776
08/03/2020;Armenia;0;;1;;2951776
09/03/2020;Armenia;0;;1;;2951776
10/03/2020;Armenia;0;;1;;2951776
11/03/2020;Armenia;0;;1;;2951776
12/03/2020;Armenia;0;;1;;2951776
13/03/2020;Armenia;0;;1;;2951776
14/03/2020;Armenia;7;;8;;2951776
25/01/2020;Australia;;;3;;24992369
26/01/2020;Australia;1;;4;;24992369
27/01/2020;Australia;0;;4;;24992369
28/01/2020;Australia;1;;5;;24992369
29/01/2020;Australia;2;;7;;24992369
30/01/2020;Australia;0;;7;;24992369
31/01/2020;Australia;2;;9;;24992369
01/02/2020;Australia;3;;12;;24992369
02/02/2020;Australia;0;;12;;24992369
03/02/2020;Australia;0;;12;;24992369
04/02/2020;Australia;0;;12;;24992369
05/02/2020;Australia;1;;13;;24992369
06/02/2020;Australia;1;;14;;24992369
07/02/2020;Australia;1;;15;;24992369
08/02/2020;Australia;0;;15;;24992369
09/02/2020;Australia;0;;15;;24992369
10/02/2020;Australia;0;;15;;24992369
11/02/2020;Australia;0;;15;;24992369
12/02/2020;Australia;0;;15;;24992369
13/02/2020;Australia;0;;15;;24992369
14/02/2020;Australia;0;;15;;24992369
15/02/2020;Australia;0;;15;;24992369
16/02/2020;Australia;0;;15;;24992369
17/02/2020;Australia;0;;15;;24992369
18/02/2020;Australia;0;;15;;24992369
19/02/2020;Australia;0;;15;;24992369
20/02/2020;Australia;0;;15;;24992369
21/02/2020;Australia;2;;17;;24992369
22/02/2020;Australia;4;;21;;24992369
23/02/2020;Australia;1;;22;;24992369
24/02/2020;Australia;0;;22;;24992369
25/02/2020;Australia;0;;22;;24992369
26/02/2020;Australia;1;;23;;24992369
27/02/2020;Australia;0;;23;;24992369
28/02/2020;Australia;0;;23;;24992369
29/02/2020;Australia;1;;24;;24992369
01/03/2020;Australia;1;;25;;24992369
02/03/2020;Australia;2;;27;1;24992369
03/03/2020;Australia;6;0;33;1;24992369
04/03/2020;Australia;10;0;43;1;24992369
05/03/2020;Australia;14;0;57;1;24992369
06/03/2020;Australia;0;1;57;2;24992369
07/03/2020;Australia;5;0;62;2;24992369
08/03/2020;Australia;12;1;74;3;24992369
09/03/2020;Australia;3;0;77;3;24992369
10/03/2020;Australia;15;0;92;3;24992369
11/03/2020;Australia;20;0;112;3;24992369
12/03/2020;Australia;10;0;122;3;24992369
13/03/2020;Australia;18;0;140;3;24992369
14/03/2020;Australia;57;0;197;3;24992369
26/02/2020;Austria;;;2;;8847037
27/02/2020;Austria;0;;2;;8847037
28/02/2020;Austria;2;;4;;8847037
29/02/2020;Austria;1;;5;;8847037
01/03/2020;Austria;5;;10;;8847037
02/03/2020;Austria;0;;10;;8847037
03/03/2020;Austria;8;;18;;8847037
04/03/2020;Austria;6;;24;;8847037
05/03/2020;Austria;13;;37;;8847037
06/03/2020;Austria;10;;47;;8847037
07/03/2020;Austria;19;;66;;8847037
08/03/2020;Austria;38;;104;;8847037
09/03/2020;Austria;8;;112;;8847037
10/03/2020;Austria;19;;131;;8847037
11/03/2020;Austria;51;;182;;8847037
12/03/2020;Austria;120;;302;;8847037
13/03/2020;Austria;59;;361;1;8847037
14/03/2020;Austria;143;0;504;1;8847037
01/03/2020;Azerbaijan;;;3;;9942334
02/03/2020;Azerbaijan;0;;3;;9942334
03/03/2020;Azerbaijan;0;;3;;9942334
04/03/2020;Azerbaijan;0;;3;;9942334
05/03/2020;Azerbaijan;0;;3;;9942334
06/03/2020;Azerbaijan;0;;3;;9942334
07/03/2020;Azerbaijan;6;;9;;9942334
08/03/2020;Azerbaijan;0;;9;;9942334
09/03/2020;Azerbaijan;0;;9;;9942334
10/03/2020;Azerbaijan;0;;9;;9942334
11/03/2020;Azerbaijan;0;;9;;9942334
12/03/2020;Azerbaijan;0;;9;;9942334
13/03/2020;Azerbaijan;2;;11;;9942334
14/03/2020;Azerbaijan;0;;11;;9942334
25/02/2020;Bahrain;;;8;;1569439
26/02/2020;Bahrain;18;;26;;1569439
27/02/2020;Bahrain;7;;33;;1569439
28/02/2020;Bahrain;0;;33;;1569439
29/02/2020;Bahrain;5;;38;;1569439
01/03/2020;Bahrain;2;;40;;1569439
02/03/2020;Bahrain;7;;47;;1569439
03/03/2020;Bahrain;2;;49;;1569439
04/03/2020;Bahrain;0;;49;;1569439
05/03/2020;Bahrain;0;;49;;1569439
06/03/2020;Bahrain;0;;49;;1569439
07/03/2020;Bahrain;0;;49;;1569439
08/03/2020;Bahrain;7;;56;;1569439
09/03/2020;Bahrain;23;;79;;1569439
10/03/2020;Bahrain;30;;109;;1569439
11/03/2020;Bahrain;1;;110;;1569439
12/03/2020;Bahrain;79;;189;;1569439
13/03/2020;Bahrain;6;;195;;1569439
14/03/2020;Bahrain;15;;210;;1569439
09/03/2020;Bangladesh;;;3;;161356039
10/03/2020;Bangladesh;0;;3;;161356039
11/03/2020;Bangladesh;0;;3;;161356039
12/03/2020;Bangladesh;0;;3;;161356039
13/03/2020;Bangladesh;0;;3;;161356039
14/03/2020;Bangladesh;0;;3;;161356039
28/02/2020;Belarus;;;1;;9485386
29/02/2020;Belarus;0;;1;;9485386
01/03/2020;Belarus;0;;1;;9485386
02/03/2020;Belarus;0;;1;;9485386
03/03/2020;Belarus;0;;1;;9485386
04/03/2020;Belarus;0;;1;;9485386
05/03/2020;Belarus;5;;6;;9485386
06/03/2020;Belarus;0;;6;;9485386
07/03/2020;Belarus;0;;6;;9485386
08/03/2020;Belarus;0;;6;;9485386
09/03/2020;Belarus;0;;6;;9485386
10/03/2020;Belarus;0;;6;;9485386
11/03/2020;Belarus;3;;9;;9485386
12/03/2020;Belarus;3;;12;;9485386
13/03/2020;Belarus;0;;12;;9485386
14/03/2020;Belarus;9;;21;;9485386
05/02/2020;Belgium;;;1;;11422068
06/02/2020;Belgium;0;;1;;11422068
07/02/2020;Belgium;0;;1;;11422068
08/02/2020;Belgium;0;;1;;11422068
09/02/2020;Belgium;0;;1;;11422068
10/02/2020;Belgium;0;;1;;11422068
11/02/2020;Belgium;0;;1;;11422068
12/02/2020;Belgium;0;;1;;11422068
13/02/2020;Belgium;0;;1;;11422068
14/02/2020;Belgium;0;;1;;11422068
15/02/2020;Belgium;0;;1;;11422068
16/02/2020;Belgium;0;;1;;11422068
17/02/2020;Belgium;0;;1;;11422068
18/02/2020;Belgium;0;;1;;11422068
19/02/2020;Belgium;0;;1;;11422068
20/02/2020;Belgium;0;;1;;11422068
21/02/2020;Belgium;0;;1;;11422068
22/02/2020;Belgium;0;;1;;11422068
23/02/2020;Belgium;0;;1;;11422068
24/02/2020;Belgium;0;;1;;11422068
25/02/2020;Belgium;0;;1;;11422068
26/02/2020;Belgium;0;;1;;11422068
27/02/2020;Belgium;0;;1;;11422068
28/02/2020;Belgium;0;;1;;11422068
29/02/2020;Belgium;0;;1;;11422068
01/03/2020;Belgium;0;;1;;11422068
02/03/2020;Belgium;0;;1;;11422068
03/03/2020;Belgium;7;;8;;11422068
04/03/2020;Belgium;0;;8;;11422068
05/03/2020;Belgium;15;;23;;11422068
06/03/2020;Belgium;27;;50;;11422068
07/03/2020;Belgium;59;;109;;11422068
08/03/2020;Belgium;60;;169;;11422068
09/03/2020;Belgium;31;;200;;11422068
10/03/2020;Belgium;39;;239;;11422068
11/03/2020;Belgium;28;;267;;11422068
12/03/2020;Belgium;47;;314;;11422068
13/03/2020;Belgium;0;;314;;11422068
14/03/2020;Belgium;285;;599;;11422068
06/03/2020;Bhutan;;;1;;754394
07/03/2020;Bhutan;0;;1;;754394
08/03/2020;Bhutan;0;;1;;754394
09/03/2020;Bhutan;0;;1;;754394
10/03/2020;Bhutan;0;;1;;754394
11/03/2020;Bhutan;0;;1;;754394
12/03/2020;Bhutan;0;;1;;754394
13/03/2020;Bhutan;0;;1;;754394
14/03/2020;Bhutan;0;;1;;754394
11/03/2020;Bolivia;;;2;;11353142
12/03/2020;Bolivia;0;;2;;11353142
13/03/2020;Bolivia;1;;3;;11353142
14/03/2020;Bolivia;0;;3;;11353142
05/03/2020;Bosnia and Herzegovina;;;2;;3323929
06/03/2020;Bosnia and Herzegovina;0;;2;;3323929
07/03/2020;Bosnia and Herzegovina;0;;2;;3323929
08/03/2020;Bosnia and Herzegovina;0;;2;;3323929
09/03/2020;Bosnia and Herzegovina;0;;2;;3323929
10/03/2020;Bosnia and Herzegovina;0;;2;;3323929
11/03/2020;Bosnia and Herzegovina;2;;4;;3323929
12/03/2020;Bosnia and Herzegovina;0;;4;;3323929
13/03/2020;Bosnia and Herzegovina;0;;4;;3323929
14/03/2020;Bosnia and Herzegovina;7;;11;;3323929
27/02/2020;Brazil;;;1;;209469333
28/02/2020;Brazil;0;;1;;209469333
29/02/2020;Brazil;0;;1;;209469333
01/03/2020;Brazil;1;;2;;209469333
02/03/2020;Brazil;0;;2;;209469333
03/03/2020;Brazil;0;;2;;209469333
04/03/2020;Brazil;0;;2;;209469333
05/03/2020;Brazil;1;;3;;209469333
06/03/2020;Brazil;4;;7;;209469333
07/03/2020;Brazil;6;;13;;209469333
08/03/2020;Brazil;6;;19;;209469333
09/03/2020;Brazil;6;;25;;209469333
10/03/2020;Brazil;0;;25;;209469333
11/03/2020;Brazil;9;;34;;209469333
12/03/2020;Brazil;18;;52;;209469333
13/03/2020;Brazil;25;;77;;209469333
14/03/2020;Brazil;21;;98;;209469333
10/03/2020;Brunei;;;1;;428962
11/03/2020;Brunei;0;;1;;428962
12/03/2020;Brunei;11;;12;;428962
13/03/2020;Brunei;0;;12;;428962
14/03/2020;Brunei;13;;25;;428962
08/03/2020;Bulgaria;;;2;;7024216
09/03/2020;Bulgaria;2;;4;;7024216
10/03/2020;Bulgaria;0;;4;;7024216
11/03/2020;Bulgaria;2;;6;;7024216
12/03/2020;Bulgaria;1;;7;1;7024216
13/03/2020;Bulgaria;0;0;7;1;7024216
14/03/2020;Bulgaria;0;0;7;1;7024216
11/03/2020;Burkina Faso;;;2;;19751535
12/03/2020;Burkina Faso;0;;2;;19751535
13/03/2020;Burkina Faso;0;;2;;19751535
14/03/2020;Burkina Faso;0;;2;;19751535
28/01/2020;Cambodia;;;1;;16249798
29/01/2020;Cambodia;0;;1;;16249798
30/01/2020;Cambodia;0;;1;;16249798
31/01/2020;Cambodia;0;;1;;16249798
01/02/2020;Cambodia;0;;1;;16249798
02/02/2020;Cambodia;0;;1;;16249798
03/02/2020;Cambodia;0;;1;;16249798
04/02/2020;Cambodia;0;;1;;16249798
05/02/2020;Cambodia;0;;1;;16249798
06/02/2020;Cambodia;0;;1;;16249798
07/02/2020;Cambodia;0;;1;;16249798
08/02/2020;Cambodia;0;;1;;16249798
09/02/2020;Cambodia;0;;1;;16249798
10/02/2020;Cambodia;0;;1;;16249798
11/02/2020;Cambodia;0;;1;;16249798
12/02/2020;Cambodia;0;;1;;16249798
13/02/2020;Cambodia;0;;1;;16249798
14/02/2020;Cambodia;0;;1;;16249798
15/02/2020;Cambodia;0;;1;;16249798
16/02/2020;Cambodia;0;;1;;16249798
17/02/2020;Cambodia;0;;1;;16249798
18/02/2020;Cambodia;0;;1;;16249798
19/02/2020;Cambodia;0;;1;;16249798
20/02/2020;Cambodia;0;;1;;16249798
21/02/2020;Cambodia;0;;1;;16249798
22/02/2020;Cambodia;0;;1;;16249798
23/02/2020;Cambodia;0;;1;;16249798
24/02/2020;Cambodia;0;;1;;16249798
25/02/2020;Cambodia;0;;1;;16249798
26/02/2020;Cambodia;0;;1;;16249798
27/02/2020;Cambodia;0;;1;;16249798
28/02/2020;Cambodia;0;;1;;16249798
29/02/2020;Cambodia;0;;1;;16249798
01/03/2020;Cambodia;0;;1;;16249798
02/03/2020;Cambodia;0;;1;;16249798
03/03/2020;Cambodia;0;;1;;16249798
04/03/2020;Cambodia;0;;1;;16249798
05/03/2020;Cambodia;0;;1;;16249798
06/03/2020;Cambodia;0;;1;;16249798
07/03/2020;Cambodia;0;;1;;16249798
08/03/2020;Cambodia;1;;2;;16249798
09/03/2020;Cambodia;0;;2;;16249798
10/03/2020;Cambodia;0;;2;;16249798
11/03/2020;Cambodia;1;;3;;16249798
12/03/2020;Cambodia;0;;3;;16249798
13/03/2020;Cambodia;2;;5;;16249798
14/03/2020;Cambodia;2;;7;;16249798
06/03/2020;Cameroon;;;1;;25216237
07/03/2020;Cameroon;1;;2;;25216237
08/03/2020;Cameroon;0;;2;;25216237
09/03/2020;Cameroon;0;;2;;25216237
10/03/2020;Cameroon;0;;2;;25216237
11/03/2020;Cameroon;0;;2;;25216237
12/03/2020;Cameroon;0;;2;;25216237
13/03/2020;Cameroon;0;;2;;25216237
14/03/2020;Cameroon;0;;2;;25216237
27/01/2020;Canada;;;1;;37058856
28/01/2020;Canada;1;;2;;37058856
29/01/2020;Canada;1;;3;;37058856
30/01/2020;Canada;0;;3;;37058856
31/01/2020;Canada;0;;3;;37058856
01/02/2020;Canada;1;;4;;37058856
02/02/2020;Canada;0;;4;;37058856
03/02/2020;Canada;0;;4;;37058856
04/02/2020;Canada;0;;4;;37058856
05/02/2020;Canada;1;;5;;37058856
06/02/2020;Canada;0;;5;;37058856
07/02/2020;Canada;2;;7;;37058856
08/02/2020;Canada;0;;7;;37058856
09/02/2020;Canada;0;;7;;37058856
10/02/2020;Canada;0;;7;;37058856
11/02/2020;Canada;0;;7;;37058856
12/02/2020;Canada;0;;7;;37058856
13/02/2020;Canada;0;;7;;37058856
14/02/2020;Canada;0;;7;;37058856
15/02/2020;Canada;0;;7;;37058856
16/02/2020;Canada;0;;7;;37058856
17/02/2020;Canada;0;;7;;37058856
18/02/2020;Canada;1;;8;;37058856
19/02/2020;Canada;0;;8;;37058856
20/02/2020;Canada;0;;8;;37058856
21/02/2020;Canada;0;;8;;37058856
22/02/2020;Canada;0;;8;;37058856
23/02/2020;Canada;1;;9;;37058856
24/02/2020;Canada;0;;9;;37058856
25/02/2020;Canada;1;;10;;37058856
26/02/2020;Canada;0;;10;;37058856
27/02/2020;Canada;1;;11;;37058856
28/02/2020;Canada;0;;11;;37058856
29/02/2020;Canada;3;;14;;37058856
01/03/2020;Canada;5;;19;;37058856
02/03/2020;Canada;0;;19;;37058856
03/03/2020;Canada;8;;27;;37058856
04/03/2020;Canada;3;;30;;37058856
05/03/2020;Canada;0;;30;;37058856
06/03/2020;Canada;15;;45;;37058856
07/03/2020;Canada;6;;51;;37058856
08/03/2020;Canada;6;;57;;37058856
09/03/2020;Canada;5;;62;;37058856
10/03/2020;Canada;15;;77;;37058856
11/03/2020;Canada;16;;93;1;37058856
12/03/2020;Canada;0;0;93;1;37058856
13/03/2020;Canada;45;0;138;1;37058856
14/03/2020;Canada;38;0;176;1;37058856
14/03/2020;Cayman Islands;;;1;;64174
04/03/2020;Chile;;;1;;18729160
05/03/2020;Chile;0;;1;;18729160
06/03/2020;Chile;0;;1;;18729160
07/03/2020;Chile;4;;5;;18729160
08/03/2020;Chile;0;;5;;18729160
09/03/2020;Chile;5;;10;;18729160
10/03/2020;Chile;3;;13;;18729160
11/03/2020;Chile;4;;17;;18729160
12/03/2020;Chile;6;;23;;18729160
13/03/2020;Chile;10;;33;;18729160
14/03/2020;Chile;10;;43;;18729160
21/01/2020;China;;;278;6;1392730000
22/01/2020;China;32;0;310;6;1392730000
23/01/2020;China;264;11;574;17;1392730000
24/01/2020;China;261;8;835;25;1392730000
25/01/2020;China;462;16;1297;41;1392730000
26/01/2020;China;688;15;1985;56;1392730000
27/01/2020;China;776;24;2761;80;1392730000
28/01/2020;China;1776;26;4537;106;1392730000
29/01/2020;China;1460;26;5997;132;1392730000
30/01/2020;China;1739;38;7736;170;1392730000
31/01/2020;China;1984;43;9720;213;1392730000
01/02/2020;China;2101;46;11821;259;1392730000
02/02/2020;China;2590;45;14411;304;1392730000
03/02/2020;China;2827;57;17238;361;1392730000
04/02/2020;China;3233;64;20471;425;1392730000
05/02/2020;China;3892;66;24363;491;1392730000
06/02/2020;China;3697;73;28060;564;1392730000
07/02/2020;China;3151;73;31211;637;1392730000
08/02/2020;China;3387;86;34598;723;1392730000
09/02/2020;China;2653;89;37251;812;1392730000
10/02/2020;China;2984;97;40235;909;1392730000
11/02/2020;China;2473;108;42708;1017;1392730000
12/02/2020;China;2022;97;44730;1114;1392730000
13/02/2020;China;1820;254;46550;1368;1392730000
14/02/2020;China;1998;13;48548;1381;1392730000
15/02/2020;China;1506;143;50054;1524;1392730000
16/02/2020;China;1120;142;51174;1666;1392730000
17/02/2020;China;19461;106;70635;1772;1392730000
18/02/2020;China;1893;98;72528;1870;1392730000
19/02/2020;China;1752;136;74280;2006;1392730000
20/02/2020;China;395;115;74675;2121;1392730000
21/02/2020;China;894;118;75569;2239;1392730000
22/02/2020;China;823;109;76392;2348;1392730000
23/02/2020;China;650;97;77042;2445;1392730000
24/02/2020;China;220;150;77262;2595;1392730000
25/02/2020;China;518;71;77780;2666;1392730000
26/02/2020;China;411;52;78191;2718;1392730000
27/02/2020;China;439;29;78630;2747;1392730000
28/02/2020;China;331;44;78961;2791;1392730000
29/02/2020;China;433;47;79394;2838;1392730000
01/03/2020;China;574;35;79968;2873;1392730000
02/03/2020;China;206;42;80174;2915;1392730000
03/03/2020;China;130;31;80304;2946;1392730000
04/03/2020;China;118;38;80422;2984;1392730000
05/03/2020;China;143;31;80565;3015;1392730000
06/03/2020;China;146;30;80711;3045;1392730000
07/03/2020;China;102;28;80813;3073;1392730000
08/03/2020;China;46;27;80859;3100;1392730000
09/03/2020;China;45;23;80904;3123;1392730000
10/03/2020;China;20;17;80924;3140;1392730000
11/03/2020;China;31;22;80955;3162;1392730000
12/03/2020;China;26;11;80981;3173;1392730000
13/03/2020;China;10;7;80991;3180;1392730000
14/03/2020;China;30;14;81021;3194;1392730000
07/03/2020;Colombia;;;1;;49648685
08/03/2020;Colombia;0;;1;;49648685
09/03/2020;Colombia;0;;1;;49648685
10/03/2020;Colombia;2;;3;;49648685
11/03/2020;Colombia;0;;3;;49648685
12/03/2020;Colombia;6;;9;;49648685
13/03/2020;Colombia;0;;9;;49648685
14/03/2020;Colombia;7;;16;;49648685
08/03/2020;Costa Rica;;;5;;4999441
09/03/2020;Costa Rica;4;;9;;4999441
10/03/2020;Costa Rica;0;;9;;4999441
11/03/2020;Costa Rica;4;;13;;4999441
12/03/2020;Costa Rica;0;;13;;4999441
13/03/2020;Costa Rica;9;;22;;4999441
14/03/2020;Costa Rica;1;;23;;4999441
26/02/2020;Croatia;;;2;;4089400
27/02/2020;Croatia;1;;3;;4089400
28/02/2020;Croatia;0;;3;;4089400
29/02/2020;Croatia;2;;5;;4089400
01/03/2020;Croatia;2;;7;;4089400
02/03/2020;Croatia;0;;7;;4089400
03/03/2020;Croatia;1;;8;;4089400
04/03/2020;Croatia;1;;9;;4089400
05/03/2020;Croatia;0;;9;;4089400
06/03/2020;Croatia;1;;10;;4089400
07/03/2020;Croatia;1;;11;;4089400
08/03/2020;Croatia;0;;11;;4089400
09/03/2020;Croatia;0;;11;;4089400
10/03/2020;Croatia;1;;12;;4089400
11/03/2020;Croatia;4;;16;;4089400
12/03/2020;Croatia;0;;16;;4089400
13/03/2020;Croatia;0;;16;;4089400
14/03/2020;Croatia;11;;27;;4089400
13/03/2020;Cuba;;;3;;11338138
14/03/2020;Cuba;1;;4;;11338138
10/03/2020;Cyprus;;;2;;1189265
11/03/2020;Cyprus;0;;2;;1189265
12/03/2020;Cyprus;4;;6;;1189265
13/03/2020;Cyprus;0;;6;;1189265
14/03/2020;Cyprus;8;;14;;1189265
02/03/2020;Czech Republic;;;3;;10625695
03/03/2020;Czech Republic;0;;3;;10625695
04/03/2020;Czech Republic;2;;5;;10625695
05/03/2020;Czech Republic;0;;5;;10625695
06/03/2020;Czech Republic;7;;12;;10625695
07/03/2020;Czech Republic;0;;12;;10625695
08/03/2020;Czech Republic;14;;26;;10625695
09/03/2020;Czech Republic;6;;32;;10625695
10/03/2020;Czech Republic;6;;38;;10625695
11/03/2020;Czech Republic;23;;61;;10625695
12/03/2020;Czech Republic;33;;94;;10625695
13/03/2020;Czech Republic;22;;116;;10625695
14/03/2020;Czech Republic;34;;150;;10625695
12/03/2020;Cote d'Ivoire;;;1;;25069229
13/03/2020;Cote d'Ivoire;0;;1;;25069229
14/03/2020;Cote d'Ivoire;0;;1;;25069229
11/03/2020;Democratic Republic of Congo;;;1;;81398764
12/03/2020;Democratic Republic of Congo;0;;1;;81398764
13/03/2020;Democratic Republic of Congo;0;;1;;81398764
14/03/2020;Democratic Republic of Congo;1;;2;;81398764
27/02/2020;Denmark;;;1;;5797446
28/02/2020;Denmark;0;;1;;5797446
29/02/2020;Denmark;1;;2;;5797446
01/03/2020;Denmark;1;;3;;5797446
02/03/2020;Denmark;1;;4;;5797446
03/03/2020;Denmark;1;;5;;5797446
04/03/2020;Denmark;3;;8;;5797446
05/03/2020;Denmark;2;;10;;5797446
06/03/2020;Denmark;8;;18;;5797446
07/03/2020;Denmark;5;;23;;5797446
08/03/2020;Denmark;8;;31;;5797446
09/03/2020;Denmark;5;;36;;5797446
10/03/2020;Denmark;54;;90;;5797446
11/03/2020;Denmark;172;;262;;5797446
12/03/2020;Denmark;353;;615;;5797446
13/03/2020;Denmark;59;;674;;5797446
14/03/2020;Denmark;127;;801;;5797446
02/03/2020;Dominican Republic;;;1;;10627165
03/03/2020;Dominican Republic;0;;1;;10627165
04/03/2020;Dominican Republic;0;;1;;10627165
05/03/2020;Dominican Republic;0;;1;;10627165
06/03/2020;Dominican Republic;0;;1;;10627165
07/03/2020;Dominican Republic;0;;1;;10627165
08/03/2020;Dominican Republic;0;;1;;10627165
09/03/2020;Dominican Republic;0;;1;;10627165
10/03/2020;Dominican Republic;4;;5;;10627165
11/03/2020;Dominican Republic;0;;5;;10627165
12/03/2020;Dominican Republic;0;;5;;10627165
13/03/2020;Dominican Republic;0;;5;;10627165
14/03/2020;Dominican Republic;0;;5;;10627165
01/03/2020;Ecuador;;;1;;17084357
02/03/2020;Ecuador;0;;1;;17084357
03/03/2020;Ecuador;5;;6;;17084357
04/03/2020;Ecuador;1;;7;;17084357
05/03/2020;Ecuador;0;;7;;17084357
06/03/2020;Ecuador;6;;13;;17084357
07/03/2020;Ecuador;1;;14;;17084357
08/03/2020;Ecuador;0;;14;;17084357
09/03/2020;Ecuador;1;;15;;17084357
10/03/2020;Ecuador;0;;15;;17084357
11/03/2020;Ecuador;0;;15;;17084357
12/03/2020;Ecuador;2;;17;;17084357
13/03/2020;Ecuador;0;;17;;17084357
14/03/2020;Ecuador;6;;23;;17084357
15/02/2020;Egypt;;;1;;96442593
16/02/2020;Egypt;0;;1;;96442593
17/02/2020;Egypt;0;;1;;96442593
18/02/2020;Egypt;0;;1;;96442593
19/02/2020;Egypt;0;;1;;96442593
20/02/2020;Egypt;0;;1;;96442593
21/02/2020;Egypt;0;;1;;96442593
22/02/2020;Egypt;0;;1;;96442593
23/02/2020;Egypt;0;;1;;96442593
24/02/2020;Egypt;0;;1;;96442593
25/02/2020;Egypt;0;;1;;96442593
26/02/2020;Egypt;0;;1;;96442593
27/02/2020;Egypt;0;;1;;96442593
28/02/2020;Egypt;0;;1;;96442593
29/02/2020;Egypt;0;;1;;96442593
01/03/2020;Egypt;0;;1;;96442593
02/03/2020;Egypt;1;;2;;96442593
03/03/2020;Egypt;0;;2;;96442593
04/03/2020;Egypt;0;;2;;96442593
05/03/2020;Egypt;0;;2;;96442593
06/03/2020;Egypt;1;;3;;96442593
07/03/2020;Egypt;0;;3;;96442593
08/03/2020;Egypt;45;;48;;96442593
09/03/2020;Egypt;7;;55;1;96442593
10/03/2020;Egypt;4;0;59;1;96442593
11/03/2020;Egypt;0;0;59;1;96442593
12/03/2020;Egypt;8;0;67;1;96442593
13/03/2020;Egypt;0;0;67;1;96442593
14/03/2020;Egypt;26;1;93;2;96442593
27/02/2020;Estonia;;;1;;1320884
28/02/2020;Estonia;0;;1;;1320884
29/02/2020;Estonia;0;;1;;1320884
01/03/2020;Estonia;0;;1;;1320884
02/03/2020;Estonia;0;;1;;1320884
03/03/2020;Estonia;0;;1;;1320884
04/03/2020;Estonia;1;;2;;1320884
05/03/2020;Estonia;0;;2;;1320884
06/03/2020;Estonia;1;;3;;1320884
07/03/2020;Estonia;7;;10;;1320884
08/03/2020;Estonia;0;;10;;1320884
09/03/2020;Estonia;0;;10;;1320884
10/03/2020;Estonia;0;;10;;1320884
11/03/2020;Estonia;3;;13;;1320884
12/03/2020;Estonia;0;;13;;1320884
